theorem,mutant,result,encoding,nunchaku,recovery
Nat.mul_assoc,0,SAT,3,555,0
Nat.mul_assoc,1,SAT,3,55,0
Nat.mul_assoc,2,SAT,2,54,0
Nat.mul_assoc,3,SAT,3,656,0
Nat.mul_assoc,4,SAT,4,105,0
Nat.mul_assoc,5,SAT,2,666,0
Nat.succ_le,0,SAT,14,54,0
Nat.succ_le,1,SAT,12,54,0
Nat.succ_le,2,SAT,12,53,1
Nat.succ_le,3,SAT,14,56,0
Nat.add_eq,0,SAT,3,54,0
Nat.add_eq,1,UNSAT,3,756,0
Nat.add_eq,2,SAT,4,57,0
Nat.ble_eq,0,UNKNOWN,20,11066,0
Nat.ble_eq,1,SAT,10,54,0
Nat.ble_eq,2,SAT,15,54,0
Nat.pred_mul,0,SAT,3,54,0
Nat.pred_mul,1,SAT,2,53,1
Nat.succ_lt_succ,0,SAT,10,54,0
Nat.succ_lt_succ,1,SAT,15,55,0
Nat.succ_lt_succ,2,SAT,21,55,0
Nat.succ_lt_succ,3,SAT,26,57,0
Nat.lt_of_succ_le,0,SAT,29,115,0
Nat.lt_of_succ_le,1,SAT,37,109,0
Nat.lt_of_succ_le,2,SAT,35,966,0
Nat.lt_of_succ_le,3,SAT,20,54,0
Nat.lt_of_sub_ne_zero,0,SAT,14,54,0
Nat.lt_of_sub_ne_zero,1,SAT,13,54,0
Nat.lt_of_sub_ne_zero,2,SAT,13,54,0
Nat.lt_of_sub_ne_zero,3,SAT,20,55,0
Nat.sub_le_of_le_add,0,SAT,16,55,0
Nat.sub_le_of_le_add,1,UNKNOWN,24,11081,0
Nat.sub_le_of_le_add,2,UNKNOWN,13,11086,0
Nat.sub_le_of_le_add,3,SAT,19,53,0
Nat.sub_le_of_le_add,4,UNKNOWN,13,11074,0
Nat.sub_le_of_le_add,5,SAT,18,53,1
Nat.sub_le_of_le_add,6,UNKNOWN,15,11077,0
Nat.le_of_add_le_add_left,0,SAT,12,53,0
Nat.le_of_add_le_add_left,1,SAT,17,54,0
Nat.le_of_add_le_add_left,2,UNSAT,10,53,0
Nat.le_of_add_le_add_left,3,SAT,14,54,0
Nat.le_of_add_le_add_left,4,UNSAT,12,554,0
Nat.not_le,0,SAT,14,54,0
Nat.not_le,1,SAT,14,54,1
Nat.not_le,2,SAT,15,655,0
Nat.not_le,3,SAT,18,54,0
Nat.succ_pred_eq_of_ne_zero,0,SAT,1,658,0
Nat.add_sub_cancel_left,0,SAT,4,54,0
Nat.add_sub_cancel_left,1,SAT,3,54,0
Nat.lt_or_gt_of_ne,0,SAT,16,54,0
Nat.lt_or_gt_of_ne,1,SAT,20,106,0
Nat.lt_or_gt_of_ne,2,SAT,20,55,0
Nat.lt_or_gt_of_ne,3,SAT,29,1166,0
Nat.lt_or_gt_of_ne,4,SAT,16,54,0
Nat.lt_or_gt_of_ne,5,SAT,18,55,0
Nat.le_of_add_le_add_right,0,SAT,15,54,0
Nat.le_of_add_le_add_right,1,UNSAT,16,55,0
Nat.le_of_add_le_add_right,2,SAT,25,810,0
Nat.le_of_add_le_add_right,3,SAT,19,54,0
Nat.le_of_add_le_add_right,4,UNSAT,15,454,0
Nat.mul_add,0,SAT,5,106,0
Nat.mul_add,1,SAT,3,556,0
Nat.mul_add,2,SAT,5,55,0
Nat.mul_add,3,SAT,2,104,0
Nat.mul_add,4,SAT,3,104,0
Nat.mul_add,5,SAT,3,54,0
Nat.mul_eq,0,SAT,4,56,1
Nat.mul_eq,1,SAT,5,108,0
Nat.mul_eq,2,UNSAT,6,57,1
Nat.succ_inj',0,SAT,3,58,0
Nat.succ_inj',1,SAT,3,108,1
Nat.succ_inj',2,SAT,3,59,0
Nat.not_le_of_lt,0,SAT,25,109,0
Nat.not_le_of_lt,1,SAT,41,110,0
Nat.not_le_of_lt,2,SAT,51,113,0
Nat.eq_of_mul_eq_mul_left,0,SAT,30,173,0
Nat.eq_of_mul_eq_mul_left,1,SAT,33,112,0
Nat.eq_of_mul_eq_mul_left,2,UNSAT,39,163,0
Nat.eq_of_mul_eq_mul_left,3,SAT,72,112,0
Nat.eq_of_mul_eq_mul_left,4,UNSAT,39,109,0
Nat.eq_of_mul_eq_mul_left,5,SAT,45,109,0
Nat.mul_pred,0,SAT,8,113,0
Nat.mul_pred,1,SAT,11,113,1
